catid-cad,id-cad
04554684,3a289ed95f5902fb46cde67a6a1ea328
02808440,63c4c61e156c25d23321831d2245cf06
04554684,4713da50446a7595df3a1b0d597ce76e
02933112,4068c751d46ca222de650492e45fb14f
03001627,4438e29f9d3cf45bfe52ffd0e748a1ab
04554684,da0179a5b68f13586a6a687121d74e50
04554684,d2711c36636e9b1eeacaf08e3ee3b2b3
02933112,3d21c803cfa3bf504c96d44e0e286fe7
03211117,830b29f6fe5d9e51542a2cfb40957ec8
03211117,7c06bba1afa0553225a454369d791fb0
03001627,db549976c0b7b960d42ec7e303174a87
03211117,462ba756d3337b475f16c469ffeb982e
04379243,6ae77e7aa510e044c955e5ed03ef3a2f
04379243,2a0b5875dc999a7a29e047111bd79063
03337140,ae4c4273468905586ae3841175e518b2
03001627,48fd6cc3f407f1d650c04806fcb7ceb6
02871439,3d554cb7c74d1fa0820018801b237b3d
02871439,a976a61f71a8e700876ba2153f34d1b9
04379243,ddbbe3651f274503c7f9b652b66aa35c
04379243,3d54679cfdfe8d72e1aff9039d025
02747177,edcbeac5da0b42dd7936acbca381136f
03001627,ae9e1ff1ae0b0a8f6ee473575a9f31bd
02933112,6d5049bc983aa8b4a805114916841d69
04379243,1f8ff48858b1d78136c236fff3cd03ce
02808440,693b8a150f9e844e50539bb73fa8aaff
03211117,ecb96d46eca5724fef0411fcb48f0299
03211117,4f11144acd79460b120322eac6386b
03001627,60647c98b5fc96b13002761e7a3ba3bd
03211117,d330d50a0255529d19ed6e1a590c9122
04379243,24942a3b98d1bcb6a570c6c691c987a8
03337140,fe998d14e236584ec123147a914238ea
03046257,c45e4604958d9d1d3153a6db1fd05f23
03001627,7212bdfab35f72b23002761e7a3ba3bd
02933112,e72235ca5b0f9b5de485c93908cf58c1
03001627,61b94385426a74323002761e7a3ba3bd
04379243,ac646aa05a0ae0e11b604216cb6e7d3d
02933112,a3a6f9e80956ec6f4035f93ab9531db
03001627,f083f6f7e9770fb7b161f36d4e309050
02818832,9fb6014c9944a98bd2096b2fa6f98cc7
02933112,50c7e5dace1d5dffc6256085755e32ef
02818832,20b7fd7affe7ef07c370aa5e215a8f19
04379243,13c680c1fd4d1ab4bdaed8eb424ecfdb
03001627,11dba3a8d7b7210f5ff61a3a2a0e2484
02808440,6751ed8cb63cc76e3321831d2245cf06
04554684,30925e14af2a92814b35a7d7cea7130
04554684,452f7e16dcf5b2cf46cde67a6a1ea328
04256520,6caa1713e795c8a2f0478431b5ad57db
04379243,35b696cb05089cdcc8dbe21f531a88d0
04256520,2abe8d5b5d29ff52f7628281ecb18112
03928116,96a3da8cbaa34575ca5363ae2c24c8a9
02747177,cb8c6fc0e70e3dc12d1fcd0df2dc6d5c
03001627,efd07df34c1f73cae2367b9e27f16a71
04379243,6d6123585f79a8a54fa2fb9adc6e6779
04379243,c0470c413b0a260979368d1198f406e7
02933112,aab180818ea51dbc7cd8de3984cc1e94
03991062,aeb4b2eb456518022271466eed05a4d3
02933112,65dcdb468234c4f64e2e1b2af0cc59a7
03636649,d8d129b1a07b23b7a738de48265832af
02871439,348d539dade47e8e664b3b9b23ddfcbc
03001627,d2fe67741e0f3cc845613f5c2df1029a
02933112,5d765603dfb0f151e367f8f62a7e9398
03211117,9be4d56513c06315a045e7ca381c39f6
03211117,6011d9bbe9b04cf7b6b6751f39e7b3e5
03636649,9a244723bfef786294cdfc338037bd95
04379243,5d6b4205111991c879170a5f8beda902
02747177,ca9c8771ab1ec28920de219c00d1c3b
03001627,4f4b6167ef11ae4e8f8c11a24c52ebb
04379243,cb71e1cf52531981593ebeeedbff73b
04256520,b86d536860cdcf4ce7321f25048c6142
03761084,77c4453bb4349e398128bc89a67202b0
04379243,59c8b38f75ae93bf785953e8e787ef2a
02933112,285864fbee3a4038178e7d331e641179
02933112,688102337377c19d1d860ee2ad2a42e1
02933112,4d690cd9d3b41f46ce5d6e9371bb5c33
02933112,8b35178a614ee2f462023490a1e05c18
02933112,6754e64c37f7318c824662341ce2b233
02808440,86cc268fa01fac6b9f4775ea8562d2
02747177,55e6f6e5a37777b7f9e1e633e708c001
03211117,6c56f6063ceb2ba4de1b0b03ca051f02
03001627,8bd75ffee48bb4b845fa198471a5a8a5
03001627,a4d7c8b97066cb74f63e8e405d49b8ce
02747177,1d5e46b18684ede7ffe3432ba4f2e6d3
04379243,cc182c3aa204614540f68c5e459bb389
02933112,d0421fb0b59291df7eee615e75bc3b77
03001627,44875441fe578186d35ac2e5000061ec
03001627,11358c94662a68117e66b3e5c11f24d4
03001627,9368cd9028151e1e9d51a07a5989d077
03001627,4785c094e81a5f8e3002761e7a3ba3bd
03001627,2bf05f8a84f0a6f33002761e7a3ba3bd
03001627,28d27f1204c1b3de6512b7b24f3d84
03001627,6ebfa5329b0d1439d4ea3f4c41b1b9bb
03001627,6b64af50e21c0006f91663a74ccd2338
03001627,64a699cf5b2a43473f7e27638e63d848
03001627,e98fc1a9b608a0c1a8760470bc8702f6
03001627,bf91d0169eae3bfdd810b14a81e12eca
02808440,7ea685c4ca42c7df63ffebf86d8dd00
02818832,f10984c7255bc5b25519d54a714fac86
03001627,d274fc14092387c1e17e1cb731e2fa4f
02818832,9e0733f8515335ba9a87002a4eeaf610
03001627,b2ba1569509cdb439451566a8c6563ed
04379243,f0b827eed9f044bdcdcd8e1ae308f03a
03636649,9fde9f07e6217b7490c2e24416edfe5b
03211117,9d9bfaf1a4d6c3a05f8ab9d7b9f9d24a
03211117,45cae393b431f75e8873c005ead1ead8
03337140,53e1d0645ff2afc54c3aee8e9d3a6ffa
04379243,899f815eaad62b56d8cad143689f8b51
03001627,cb78334a5ad9517d7a31dd5af93fdb5c
03211117,6856b84c3a8463e3d5f7c62c7dfe63f9
03211117,bdf3dbf43ef2637f578d107c71db28ac
04379243,39a71631941673b1c287a33ab134ac42
04379243,968714b674baa3152cf0938654a53e55
03211117,d854bf9f589e5a6e69a98c3ec2f88e7d
02747177,e7de8a24dfc385d92715de3ea7b582d7
03001627,a7f0f0dce71747624671d97b0fd17f51
03001627,4aa9b5829edec8ac4671d97b0fd17f51
02871439,b7697d284c38fcade76bc197b3a3ffc0
04379243,e86e665af1e1cae8c2f0a1a44c64aad4
04379243,956752510546d938788e70128ded264a
03001627,87c742a186ef731b464bb3035358ab7a
04004475,775d7562a64bf1c58b466382c9d6d096
04004475,db9d02b583bdc8cec25c9cef92ff2800
03001627,dfc9e6a84553253ef91663a74ccd2338
04379243,5c7dde9febf82c72e4d8d44a2bc9dd4d
03001627,fe224defdf08a99a3002761e7a3ba3bd
04256520,f98615e51a596fc5c05575120a46cd3b
04379243,565ad2f2a4caf3429d297e74104d3ac3
03636649,4524946bc53f31a92d5c7a0e60b0c525
03636649,f449dd0eb25773925077539b37310c29
04379243,54efc0d108cce07ee166717db5dd896a
02818832,48973f489d06e8139f9d5a5f7267a470
04379243,5f62b83cebad8dd1473f10e6caaeca56
02871439,b6264b92d0cbd598d5919aa833abb5a
03337140,44d1045be6acb7e5920de219c00d1c3b
02747177,7919df48b23e61ba6739a7caa0c577bd
03001627,2b5953c986dd08f2f91663a74ccd2338
03001627,297d3e472bf3198fb99cbd993f914184
02933112,a6abf531780014f890a1391b3fdfda26
04330267,650ab459ed284b4349bd139dfeecc324
03001627,e6c7e75046f8946b27bf2eac25b523a6
04379243,b5529f6f5679d705c8b2ff62b26cb42
04256520,b913574ffbe7400ce8417aef1b7a422
03001627,6dfa9675d27b5fc134f6a34e269f5ec1
03211117,800ca9956f66a22a23d94393165a64e3
02933112,108295ef2f00c9aa9d886ab2fa5ee681
03001627,bdc892547cceb2ef34dedfee80b7006
04379243,460a915796f36eaa55f86bb3ad320a33
04379243,b31a613e7f289c8bf5f6997e99549136
04379243,9611888ee0db1ecaf7d4d3ced798ad90
03211117,eb75ac8723230375d465c64f5322e86
03001627,c585ee093bfd52af6512b7b24f3d84
04379243,f46f68598988b922eede8c01bbe6592b
03001627,541746ddb47aa2af4e186c8346f12e6
03001627,572cbd8b4cbdf7f1f91663a74ccd2338
03001627,5d60590d192c52553a23b8cb1a985a11
04256520,bf01483d8b58f0819767624530e7fce3
02933112,94883014b900c6d6647872b8585e132f
02747177,161e5e86fa48686888cad7f6c0e6001
02933112,81bef552e83476ad3da27ece6ae88fff
02818832,6e4707cac21b09f0531c83488903771b
03001627,781677297ef4db1ab0b54dd2cf2a35d4
02933112,87e7c6e590eaab04f42a90fe4baf4591
03001627,5008d5e0ddf1b3dfa37d17ad9e86b6bb
03001627,d619fd50c4d0fb46dea83bbf303af433
03001627,6b95ac6189a395d3fa8cf35dd917fad6
02747177,dc7ce614dc719649b394cfa64dfabe8e
02933112,b6fa01c7e28a4a777024462ecce15220
02818832,4dbd37cb85686dea674ce64e4bf77aec
03001627,eb23621d7ac1094398e0d1738edd4f19
04379243,e7580c72525b4bb1cc786970133d7717
04379243,f2e1735aa2cba97222fbb0d1d627b825
04379243,612117acf07984468e52a975e7251969
03001627,b1da0d9aab6d2308608505d960f2a393
04379243,e20f1fff2b84f8ea71ba8e8bdf40d1ea
04379243,11c16f6a5fbedf4213c3458a0fe5598
03001627,6cfc437d8ec6ce7413d48601aed73697
04379243,3239a4e1c62099556ee5c30704fa2d08
03001627,beccd4a6031f6a5a3eaabea23fed5ec2
02747177,62f4ed6e1df63042cecaed25e0da0964
02871439,ec882f5717b0f405b2bf4f773fe0e622
04379243,c92ea3f511378ab1e21111e385a0661f
02747177,8e09a584fe5fa78deb69804478f9c547
04004475,b13d7229f113cc6fa3ac1bbe37d03a29
02747177,37f1daa11b023fdf81faebbdea6bd9be
02747177,a9cd539f8a5e19e06af350e51093426c
02871439,39ef7e982d00763560507fdad4357e06
02871439,d49f87c534c4e0b5b4979bfe197a8c89
02747177,11d2b7d8c377632bd4d8765e3910f617
02871439,1ab8202a944a6ff1de650492e45fb14f
04256520,25220d902288e352632c9ddc45ef4651
04379243,d8fa26d89a3ec264ee1dfc331dd3e94
02871439,465bb5a9ed42ad40a5817f81a1efa3cc
03001627,a66d78cbf3603e8bba9df3ea0397b1a6
04379243,b2b4829e281f1ca09a87002a4eeaf610
02933112,b50c25e6b5447714e90f8ac2c1271ce3
04379243,612caa5ea6c888c850cf3715818ccfe8
03001627,7ee46c6f7c028fc6d661ff085a0f14b7
04379243,cbf3470a35aff67e483fd274b1c29225
04256520,3746c2c38faaec395304a08899f58b0b
04379243,c912a8edbaaf0fc72e6a7aad8523e7e6
03001627,53d88f50e3abc2888dcbe86402c7c15
04256520,7ac7a4f53a89ecb48f966131432ef871
03001627,c04c13649c4cbc5ebed0f345f50b6a5
04256520,5cc1b0be0eb9a6085dca6305fb9f97ca
02933112,83412e29d5978b101f6dfedaba98d5f9
03001627,cbf18927a23084bd4a62dd9e5e4067d1
03001627,5b1d0dad82acd6e5893104fdda835c64
04379243,940dc92bda153346eaf14273fa406ffc
04379243,1c2fb38795e6e3c858df8eeaf3dad1c
04379243,2eb4a0d015b80a8d9ccce4c6d5bb195f
03001627,1be38f2624022098f71e06115e9c3b3e
03761084,4f956e259344d4a3599fb6902c958d23
04256520,1a4a8592046253ab5ff61a3a2a0e2484
02871439,ad808d321f7cd914c6d17bc3a482f77
02871439,28af0f5a5e055917b52c730840dc727f
04379243,496b37559f4ac973b9fd3978c6bb311c
03001627,9efb86c07170d7e897ec301178d1c7e
02828884,739d41c59dc387e575f9747ff6fb5e8
04256520,61f828a545649e98f1d7342136779c0
04379243,22c470174c40a0c33dc1643807625350
04256520,fb74336a6192c4787afee304cce81d6f
03001627,f4a36a5ae5a596942d19175e7d19b7cb
03001627,c54aa12a3d8c34e2efacb264ebf1ec75
04379243,c26913f8e139a80baa2b654345545ea
04256520,945a038c3e0c46ec19fb4103277a6b93
03211117,a0f10ade51e1adcd8b8d299c28ab08aa
04379243,82a9838fc655d7f62e6da3d97725a350
03642806,92702a4de72aac3e20685b5a7e34b501
03001627,f1188bef2980d2c985b479b317175b55
02933112,462ee81a089208caf2f140388f79bf7c
02933112,1c898677c5b4291c847857e42f50ec6e
02808440,8177f9d2397e8dd3d85b29704f5fc7f2
04379243,577155d24ebec9833ce2d31ef93d6e81
02808440,ff507a7e1febf2ea3321831d2245cf06
03211117,4812245f2f9fa2c953ed9ce120377769
03085013,57a57e95d06b60458ee125fbff9e483f
04379243,6581edd8565321685512673aa47c7e3d
04379243,c50794596b14605421c4aa1c0e1daae3
02933112,3b6042e3f223da66200ec3fc5b3ae5f4
04379243,285857e7d12f1b74a4d2a71d4ca57f99
04379243,f64617385056e0b1beedb4c8fd29e2d1
04256520,7ae657b39aa2be68ccd1bcd57588acf8
04379243,cf24f0128755080569080f7eaa8f3e1d
02933112,dca4c8bdab8bdfe739e1d6694e046e01
03211117,d7ab9503d7f6dac6b4382097c3e8bcf7
02747177,69ee57f4534eb475e9bfc203f193ce76
02933112,acbc349caf76e6b171337fa12bff07ad
02747177,1eb3abf47be2022381faebbdea6bd9be
02871439,3edaff50f5355da2666ec9bdd91ab5f1
02871439,29b66fc9db2f1558e0e89fd83955713c
02871439,c214e1d190cb87362a9cd5247487b619
02871439,29398b8b0425408a887c133d6a014f38
02818832,a7b24b5ba84a6bc6545580104c9b8ca0
02808440,dadeedcb7aeb8344fdbe2bf897d8a820
04256520,68a1f95fed336299f51f77a6d7299806
04256520,27c82d27a4d38e6f41b160b9adc112fd
03001627,f551bf7431e0fd7cf937a9747c26991f
04379243,57dbdc49bd549a508d1542df8403619f
02933112,906d1dc1a8e519868cb5d9909aeb1309
03211117,ed7e0817614b1c155e7087f2d9a278a9
02933112,15d3297d200f8979c59350d819542ec7
03467517,37e72e4a18a4d0ede2e4961161b75547
02871439,225da2a2b7a461e349edb0f98d2a2a29
03001627,6ac89c723fcd7a55467971b4d8320221
03001627,bf236db6dfa517aa456cbf78e1e89022
04379243,faa5d5ba2a002922511e5b9dc733c75c
04379243,5a3e5f0fff5a7220b4ca2ef8c032d07d
04379243,888faedfa6002b8cdd7e7281b421bca5
03001627,709a5038988a70f58e6803fc947043b9
03001627,bf9f2ecb581640bdf91663a74ccd2338
04379243,5c938860481a2d0f62ba00e4e73bbc2
03211117,52a7f3e36d09848ca63c1bd05197cc
04379243,96ccbfacf833d023c3bd24f986301745
04379243,4f4ea0588e9444be30bbd4cddd04c77b
04379243,61527f3ea1741800c3bd24f986301745
04379243,8a2598fefd4a81e9c7b11e86284a2e
03001627,6dd5e21ca65a9ff73c837ed50dd492e
04379243,db545f0422e72d3379368d1198f406e7
04256520,8ea11732a1198be1dae12f3947d07dec
04379243,7421abad75caa60a299938728adfdc7a
03001627,9012e4fff3cb71b57773c2e28f019f8a
04379243,3bf8b96b10519a984afda4ff857119a2
04379243,50f52f9ce377596fc955e5ed03ef3a2f
03001627,b19c970b2b8d6795492d9da2668ec34c
04379243,f6497e9f02f50c98c065481f0c2ebbca
04379243,efe2bb181502eac1f3c9c1464e55d580
02933112,5d8c63fce0f30a46f251828d7c328331
02808440,4a7d4186a966d777e49bb55b21b2d30a
03337140,1c319fc6985fc7cdb8405ecc20044969
02871439,c007d1b4972f70102751be1fc72418bb
04379243,d0b38b27495542461b02cde7e81f0fc3
03001627,24bbe7f32727901aa6fee8e2140acec9
03001627,341e18eafb46f892a6fee8e2140acec9
03001627,8ddae5e2493ab76af91663a74ccd2338
03046257,41d0afa958bd0621dffd9a568a626d77
04379243,352be15a6b1439c135836c728d324152
02747177,5268d7d72312c3645fa85fb6e983b148
03001627,fc0e86a20a9606493cd6abbbeca4e2ad
04379243,580a053d716c2d5aa09e5a1a20aee2ca
03337140,7dc4c1459f2aeaa6eea9d91e5bfcfc8e
03337140,a369ef0e532948457283e1ee3c77e168
04256520,c5380b779c689a919201f2703b45dd7
03001627,bcdcb4928e07e4174a623eb2e3317415
04256520,62e90a6ed511a1b2d291861d5bc3e7c8
02933112,33445d9d7f166d6c5588a2543ef0b0b4
03001627,5e338c489e940ab73aab636b8c7f0dd2
03001627,8cca53295cb61e878d3e8783b997c75
02933112,9c245f01f94ae038413b3ddc4f2d9a06
04379243,d268aa3ecf296572c0806ee26b689c99
04379243,3eef676eb5cb9db4e56bf1253ce74bd
03001627,dfca4eae14e0bb541f6399f392c887ea
03001627,d045654d572bc46f19fb4103277a6b93
03337140,7969fbbc3d46b46e4c3aee8e9d3a6ffa
04256520,23833969c0011b8e98494085d68ad6a0
04379243,5ec773b266374121e8058cf23f6382c1
03001627,40747ff0ea92f134c409eaceb0331214
03001627,d5424b7fdd031fcdd41c21de8af66e26
03001627,4178fab56c04a32ae8f8c11a24c52ebb
03001627,a3acfe6f313ab881bb088904f7cb154
03001627,654b7415b53b5138fc5718d28351c534
03001627,8e76d0002b592ef91663a74ccd2338
03211117,4270cebd8ca0f2593dfb5aeeb86be115
02933112,bc1298b1c55849b14e82b8d74b98baba
03211117,b2ec76ac8a5c7afa40ff33d80c1d7d1e
03211117,cab3f094677c1070202380f1becb8a55
03211117,f6515d1343e25bab8913de0e5cfdcafb
03211117,2ca1353d647e5c51df8d3317f6046bb8
04379243,229af4d0700b3fab29f2e5c9212b176c
03211117,2ba6e0c4ea459f84f5f79806bd65844f
03211117,6fcbee5937d1cf28e5dbcc9343304f4a
04379243,4d2f7c689e77df6b6dc1766995c17a41
03642806,22367d72d95e021aa458f8df8b43cd95
04379243,616894d973384f358be590460e3754d8
02818832,3acfa3c60a03415643abcff1f32a8b0c
03001627,d3a958aa302f198b938da3ea2c9e0e4f
03001627,6a0bd5d9ec4567d9d42216b5daf41a39
04379243,fe38d140fa386ed4c434c6fce2e7773
04379243,4fe7555a7457c763db352b8394e172c8
02828884,8bb2354519a2ca276d9eb2ed02ef01ed
04379243,ef4e5099cb7c543830bbd4cddd04c77b
04256520,8c03e6ea484108bcfebad4f49b26ec52
03001627,47a707b2804cc98f1a3c0af5880f464
04379243,1c2e9a364b82f14fb9a0f5d18f1ce54c
04379243,12b7462856335e3d2404817055fb55cc
02871439,b2f525e82668cca251aad687ca458e7d
04256520,1824d5cfb7472fcf9d5cfc3a8d7af21d
02871439,db5b6dc38fd82fa7cdfa73f789b383fe
02871439,c40828710c91001546c4f23965b7dd40
02801938,434194622dc684f81de9d8208aaa2d25
02808440,bdac92a52bc53cb4b362845c6edb57fc
02808440,abb5f87e6c6705e1d43b13ed5ceb051e
02818832,ce0f3c9d6a0b0cda71010004e0594e66
04379243,a95828fa4607295674c8eb7e4d6198a5
04379243,c73070837a2f9efe1b45df3fb820c9cc
03211117,f84f47c7ffe0e49e44175b4dddf5be08
04379243,527445c0b9cf1cda27f5c3f15a1b92ff
03001627,d57bbc72d1b2670e4209d14d674fb332
03001627,9a0571ae6169a6ebfebad4f49b26ec52
03642806,62cf794fb5fb174aadbfb30d8d1b297e
04379243,467e71e8e546721e1aa023603cb7e1bd
02747177,d6474403437240d578e4d091a0ee3ecd
03211117,9329eb153c1e8b4d8479362ee6ff3679
02933112,1eed828f325b45bf5f960aba13b9c630
02818832,f7d2cf0ebbf5453531cd8798c40e5949
04379243,82236bf856dff003b8fe77caf901462
04379243,5b67be496c11533c66289707fcc0ca1d
03001627,68151e7a9fcd8545851e82fe58f53ce1
04379243,c5838a6cff5a0163a91116f8fe859a4b
02808440,45b3975a2935d2fe3321831d2245cf06
02933112,721c788bb55b083ae8a9bc001231a118
02747177,112120e83ef41de3571c83071e95ca03
03325088,580ee100add1c4d854d7082b34825ef0
03325088,7d2092c9bdaa6b6054d7082b34825ef0
02747177,bf4dd114b53bd8f0d67352166d8df9fd
02818832,22b8e1805041fe56010a6840f668b41
04379243,a0fa360b6e9b22196db2ac45db35c175
02801938,b852202f803c3dfe90c794d3b20112e6
02933112,a1f901768250762d4f60f15da4c665d0
03001627,904ddb7762488b1b5dc3653f8341633a
04379243,bbddae0c95f3b7b636b0f2a1430e993a
02828884,b6b10e519fed3c9ea9d99888ae8a3eb5
02871439,81b8784259e3331f94cdfc338037bd95
04379243,33c8b21a29bef56645de94e1bc93a4f6
04379243,ea9e7db452d2df55d42ec7e303174a87
03001627,da7aeb7a73f298329940c34828c5731f
03001627,b89952c6f2dbc1aea50b88953d263a42
02933112,7b7067ed1bfcfb62377b9297f3055210
03337140,5479c44349a3dbb4823b9dbfda3facc5
03211117,9cdad8b178d7743326782c9200ca97fc
03211117,a44dc3e6f574bcc942e76de3842fd93c
04379243,a95df9c4372e860c73eb02f1d995d891
03337140,abe41b86df0dcd5a3da04ac9f7df60de
04256520,f20e7f4f41f323a04b3c42e318f3affc
03337140,b8dbf1725cd55f7492d9da2668ec34c
04256520,d053e745b565fa391c1b3b2ed8d13bf8
03001627,b5877df9f111bb91222f2fee97f8bdcd
04379243,d6daf5eca30ca0965722577712723fd1
03211117,2cb149b137f5182ec2c4d83da2705396
04379243,b08310a1d75702eda09ce9c1262c7237
04379243,150c9c514d3274b315e97d83801e911c
04256520,adfda3aefb86478319fb4103277a6b93
04256520,679010d35da8193219fb4103277a6b93
03001627,1eb2e372a204a61153baab6c8235f5db
04379243,c5a4cea5107d72f54b3c42e318f3affc
02808440,5125de61a2cf9dd2b362845c6edb57fc
04379243,bef84446fe50feccec7cbf3284585a40
04379243,142060f848466cad97ef9a13efb5e3f7
04379243,11b110b37b1cbfd6bdfce662c3df88af
03001627,8c76b1db0a08653ffebad4f49b26ec52
03001627,c9913221819588b519fb4103277a6b93
03001627,a2bffa12e0737e66febad4f49b26ec52
03001627,942a10a33418205819fb4103277a6b93
03001627,357e2dd1512b96168e2b488ea5fa466a
